event_id,round_number,home_id,home_shortName,home_score,away_id,away_shortName,away_score
11972868,25,34976,Atlético Rafaela,,112499,Temperley,
11972866,25,252726,Chaco For Ever,1.0,4938,Almagro,1.0
11972873,25,3207,Colón,,255425,Mitre,
11972861,25,36841,Ferro Carril Oeste,,265787,Agropecuario,
11972859,25,4936,Quilmes,,7772,San Martín,
11972872,25,43740,Almirante Brown,0.0,222126,Gimnasia y Tiro,0.0
11972858,25,201162,Talleres R.E.,0.0,3221,Arsenal,0.0
11972867,25,213361,San Telmo,3.0,107201,Brown de Adrogué,0.0
11972862,25,213042,Deportivo Maipú,1.0,36834,All Boys,2.0
11972865,25,273715,Alvarado,3.0,273657,Racing de Córdoba,0.0
11972863,25,5292,Gimnasia J.,1.0,93513,Tristán Suárez,0.0
11972875,25,52215,Defensores,2.0,3214,Chacarita Jrs.,2.0
11972871,25,53799,Atlanta,1.0,188441,Gimnasia Mendoza,2.0
12607219,25,36841,Ferro Carril Oeste,3.0,265787,Agropecuario,0.0
11972874,25,266694,Estudiantes R.C.,2.0,36836,Aldosivi,2.0
12601482,25,34976,Atlético Rafaela,1.0,112499,Temperley,0.0
12606627,25,4936,Quilmes,0.0,7772,San Martín,1.0
12617084,25,3207,Colón,1.0,255425,Mitre,2.0
11972883,26,3221,Arsenal,1.0,93107,Estudiantes B.A.,1.0
11972889,26,93109,Dep. Morón,1.0,93515,Def. Unidos,1.0
11972882,26,7772,San Martín,3.0,201162,Talleres R.E.,1.0
11972878,26,93513,Tristán Suárez,1.0,213042,Deportivo Maipú,2.0
11972892,26,4938,Almagro,1.0,213361,San Telmo,1.0
11972894,26,273715,Alvarado,1.0,36836,Aldosivi,0.0
11972891,26,107201,Brown de Adrogué,1.0,34976,Atlético Rafaela,0.0
11972893,26,52215,Defensores,0.0,252726,Chaco For Ever,0.0
11972887,26,188441,Gimnasia Mendoza,1.0,43740,Almirante Brown,0.0
11972881,26,53801,Guillermo Brown,1.0,4936,Quilmes,2.0
11972888,26,3200,Nueva Chicago,0.0,53799,Atlanta,1.0
11972880,26,265787,Agropecuario,2.0,264945,San Miguel,1.0
11972885,26,255425,Mitre,0.0,266694,Estudiantes R.C.,0.0
11972877,26,43741,Patronato,1.0,5292,Gimnasia J.,0.0
11972876,26,273657,Racing de Córdoba,2.0,224646,Güemes,0.0
11972884,26,23950,SM Tucumán,1.0,3214,Chacarita Jrs.,0.0
11972879,26,36834,All Boys,3.0,36841,Ferro Carril Oeste,0.0
11972886,26,222126,Gimnasia y Tiro,1.0,3207,Colón,0.0
11972890,26,112499,Temperley,0.0,222120,Deportivo Madryn,1.0
11972906,27,222120,Deportivo Madryn,2.0,107201,Brown de Adrogué,1.0
11972896,27,93107,Estudiantes B.A.,0.0,7772,San Martín,0.0
11972900,27,36841,Ferro Carril Oeste,2.0,93513,Tristán Suárez,2.0
11972903,27,224646,Güemes,2.0,273715,Alvarado,1.0
11972899,27,264945,San Miguel,2.0,36834,All Boys,1.0
11972908,27,53799,Atlanta,,93109,Dep. Morón,
11972898,27,4936,Quilmes,,265787,Agropecuario,
11972913,27,252726,Chaco For Ever,0.0,23950,SM Tucumán,1.0
11972912,27,36836,Aldosivi,0.0,255425,Mitre,0.0
11972895,27,3214,Chacarita Jrs.,0.0,3221,Arsenal,0.0
11972907,27,93515,Def. Unidos,3.0,112499,Temperley,1.0
11972904,27,213361,San Telmo,1.0,52215,Defensores,2.0
11972901,27,213042,Deportivo Maipú,3.0,43741,Patronato,1.0
11972902,27,5292,Gimnasia J.,0.0,273657,Racing de Córdoba,1.0
11972911,27,266694,Estudiantes R.C.,0.0,222126,Gimnasia y Tiro,1.0
11972909,27,43740,Almirante Brown,0.0,3200,Nueva Chicago,1.0
11972905,27,34976,Atlético Rafaela,2.0,4938,Almagro,3.0
11972910,27,3207,Colón,1.0,188441,Gimnasia Mendoza,0.0
11972897,27,201162,Talleres R.E.,1.0,53801,Guillermo Brown,1.0
12682790,27,4936,Quilmes,1.0,265787,Agropecuario,0.0
12682789,27,53799,Atlanta,1.0,93109,Dep. Morón,0.0
11972931,28,252726,Chaco For Ever,,213361,San Telmo,
11972922,28,3221,Arsenal,1.0,23950,SM Tucumán,1.0
11972928,28,107201,Brown de Adrogué,2.0,93515,Def. Unidos,1.0
11972932,28,224646,Güemes,0.0,255425,Mitre,0.0
11972918,28,36834,All Boys,,4936,Quilmes,
11972917,28,93513,Tristán Suárez,1.0,264945,San Miguel,1.0
11972930,28,52215,Defensores,0.0,34976,Atlético Rafaela,0.0
11972926,28,93109,Dep. Morón,0.0,43740,Almirante Brown,1.0
11972927,28,112499,Temperley,1.0,53799,Atlanta,1.0
11972929,28,4938,Almagro,0.0,222120,Deportivo Madryn,1.0
11972914,28,273715,Alvarado,1.0,5292,Gimnasia J.,0.0
11972920,28,53801,Guillermo Brown,3.0,93107,Estudiantes B.A.,1.0
11972924,28,188441,Gimnasia Mendoza,0.0,266694,Estudiantes R.C.,0.0
11972923,28,222126,Gimnasia y Tiro,1.0,36836,Aldosivi,0.0
11972919,28,265787,Agropecuario,2.0,201162,Talleres R.E.,0.0
12720698,28,252726,Chaco For Ever,1.0,213361,San Telmo,0.0
11972916,28,43741,Patronato,1.0,36841,Ferro Carril Oeste,3.0
11972921,28,7772,San Martín,4.0,3214,Chacarita Jrs.,0.0
11972915,28,273657,Racing de Córdoba,3.0,213042,Deportivo Maipú,2.0
11972925,28,3200,Nueva Chicago,1.0,3207,Colón,0.0
12689919,28,36834,All Boys,0.0,4936,Quilmes,0.0
11972942,29,34976,Atlético Rafaela,0.0,252726,Chaco For Ever,1.0
11972935,29,93107,Estudiantes B.A.,,265787,Agropecuario,
11972933,29,23950,SM Tucumán,1.0,7772,San Martín,0.0
11972941,29,5292,Gimnasia J.,1.0,224646,Güemes,0.0
11972949,29,36836,Aldosivi,0.0,188441,Gimnasia Mendoza,0.0
11972946,29,43740,Almirante Brown,0.0,112499,Temperley,0.0
11972934,29,3214,Chacarita Jrs.,1.0,53801,Guillermo Brown,0.0
11972943,29,222120,Deportivo Madryn,0.0,52215,Defensores,0.0
11972939,29,36841,Ferro Carril Oeste,2.0,273657,Racing de Córdoba,0.0
11972940,29,213042,Deportivo Maipú,1.0,273715,Alvarado,1.0
11972950,29,255425,Mitre,2.0,222126,Gimnasia y Tiro,1.0
11972948,29,266694,Estudiantes R.C.,1.0,3200,Nueva Chicago,0.0
11972937,29,4936,Quilmes,0.0,93513,Tristán Suárez,1.0
11972947,29,3207,Colón,1.0,93109,Dep. Morón,0.0
11972944,29,93515,Def. Unidos,1.0,4938,Almagro,1.0
11972938,29,264945,San Miguel,2.0,43741,Patronato,4.0
11972951,29,213361,San Telmo,4.0,3221,Arsenal,0.0
11972936,29,201162,Talleres R.E.,2.0,36834,All Boys,2.0
12770158,29,93107,Estudiantes B.A.,1.0,265787,Agropecuario,0.0
11972945,29,53799,Atlanta,1.0,107201,Brown de Adrogué,0.0
11972962,30,3200,Nueva Chicago,2.0,36836,Aldosivi,1.0
11972958,30,265787,Agropecuario,2.0,3214,Chacarita Jrs.,0.0
11972966,30,4938,Almagro,0.0,53799,Atlanta,0.0
11972952,30,224646,Güemes,4.0,213042,Deportivo Maipú,0.0
11972960,30,7772,San Martín,0.0,3221,Arsenal,0.0
11972964,30,112499,Temperley,1.0,3207,Colón,0.0
11972968,30,252726,Chaco For Ever,0.0,222120,Deportivo Madryn,1.0
11972956,30,93513,Tristán Suárez,2.0,201162,Talleres R.E.,2.0
11972969,30,213361,San Telmo,3.0,34976,Atlético Rafaela,2.0
11972965,30,107201,Brown de Adrogué,2.0,43740,Almirante Brown,2.0
11972967,30,52215,Defensores,2.0,93515,Def. Unidos,0.0
11972959,30,53801,Guillermo Brown,0.0,23950,SM Tucumán,1.0
11972953,30,273715,Alvarado,0.0,36841,Ferro Carril Oeste,2.0
11972970,30,5292,Gimnasia J.,2.0,222126,Gimnasia y Tiro,0.0
11972961,30,188441,Gimnasia Mendoza,1.0,255425,Mitre,1.0
11972954,30,273657,Racing de Córdoba,1.0,264945,San Miguel,0.0
11972957,30,36834,All Boys,0.0,93107,Estudiantes B.A.,0.0
11972963,30,93109,Dep. Morón,2.0,266694,Estudiantes R.C.,1.0
11972955,30,43741,Patronato,1.0,4936,Quilmes,1.0
11972988,31,222126,Gimnasia y Tiro,1.0,188441,Gimnasia Mendoza,0.0
11972983,31,43740,Almirante Brown,1.0,4938,Almagro,2.0
11972985,31,266694,Estudiantes R.C.,0.0,112499,Temperley,0.0
11972977,31,264945,San Miguel,2.0,273715,Alvarado,0.0
11972975,31,201162,Talleres R.E.,1.0,43741,Patronato,0.0
11972986,31,36836,Aldosivi,3.0,93109,Dep. Morón,0.0
11972974,31,93107,Estudiantes B.A.,2.0,93513,Tristán Suárez,2.0
11972989,31,34976,Atlético Rafaela,0.0,7772,San Martín,0.0
11972971,31,3221,Arsenal,2.0,53801,Guillermo Brown,0.0
11972982,31,53799,Atlanta,0.0,52215,Defensores,0.0
11972978,31,36841,Ferro Carril Oeste,1.0,224646,Güemes,1.0
11972981,31,93515,Def. Unidos,0.0,252726,Chaco For Ever,0.0
11972973,31,3214,Chacarita Jrs.,0.0,36834,All Boys,1.0
11972980,31,222120,Deportivo Madryn,1.0,213361,San Telmo,0.0
11972979,31,213042,Deportivo Maipú,2.0,5292,Gimnasia J.,0.0
11972987,31,255425,Mitre,0.0,3200,Nueva Chicago,0.0
11972984,31,3207,Colón,0.0,107201,Brown de Adrogué,2.0
11972976,31,4936,Quilmes,1.0,273657,Racing de Córdoba,0.0
11972972,31,23950,SM Tucumán,1.0,265787,Agropecuario,0.0
11973007,32,34976,Atlético Rafaela,0.0,222120,Deportivo Madryn,0.0
11973003,32,4938,Almagro,0.0,3207,Colón,2.0
11972991,32,224646,Güemes,2.0,264945,San Miguel,0.0
11972995,32,93513,Tristán Suárez,0.0,3214,Chacarita Jrs.,0.0
11973000,32,93109,Dep. Morón,1.0,255425,Mitre,2.0
11972992,32,273715,Alvarado,0.0,4936,Quilmes,0.0
11973002,32,107201,Brown de Adrogué,0.0,266694,Estudiantes R.C.,0.0
11972999,32,3200,Nueva Chicago,2.0,222126,Gimnasia y Tiro,0.0
11972998,32,53801,Guillermo Brown,0.0,7772,San Martín,2.0
11972990,32,5292,Gimnasia J.,1.0,36841,Ferro Carril Oeste,0.0
11972994,32,43741,Patronato,4.0,93107,Estudiantes B.A.,0.0
11973008,32,213042,Deportivo Maipú,0.0,188441,Gimnasia Mendoza,0.0
11972997,32,265787,Agropecuario,1.0,3221,Arsenal,0.0
11972996,32,36834,All Boys,0.0,23950,SM Tucumán,1.0
11973004,32,52215,Defensores,3.0,43740,Almirante Brown,0.0
11973006,32,213361,San Telmo,2.0,93515,Def. Unidos,0.0
11973001,32,112499,Temperley,0.0,36836,Aldosivi,0.0
11973005,32,252726,Chaco For Ever,2.0,53799,Atlanta,1.0
11972993,32,273657,Racing de Córdoba,1.0,201162,Talleres R.E.,1.0
11973016,33,264945,San Miguel,1.0,5292,Gimnasia J.,1.0
11973013,33,93107,Estudiantes B.A.,1.0,273657,Racing de Córdoba,0.0
11973012,33,3214,Chacarita Jrs.,1.0,43741,Patronato,0.0
11973014,33,201162,Talleres R.E.,0.0,273715,Alvarado,2.0
11973019,33,53799,Atlanta,,213361,San Telmo,
11973017,33,36841,Ferro Carril Oeste,,213042,Deportivo Maipú,
11973021,33,3207,Colón,2.0,52215,Defensores,0.0
11973015,33,4936,Quilmes,1.0,224646,Güemes,0.0
11973027,33,222120,Deportivo Madryn,1.0,53801,Guillermo Brown,0.0
11973010,33,3221,Arsenal,0.0,36834,All Boys,1.0
11973018,33,93515,Def. Unidos,0.0,34976,Atlético Rafaela,0.0
11973023,33,36836,Aldosivi,2.0,107201,Brown de Adrogué,0.0
11973020,33,43740,Almirante Brown,3.0,252726,Chaco For Ever,0.0
11973025,33,222126,Gimnasia y Tiro,1.0,93109,Dep. Morón,1.0
11973026,33,188441,Gimnasia Mendoza,2.0,3200,Nueva Chicago,1.0
11973009,33,7772,San Martín,0.0,265787,Agropecuario,0.0
11973024,33,255425,Mitre,0.0,112499,Temperley,0.0
11973022,33,266694,Estudiantes R.C.,1.0,4938,Almagro,0.0
11973011,33,23950,SM Tucumán,1.0,93513,Tristán Suárez,0.0
12867816,33,36841,Ferro Carril Oeste,2.0,213042,Deportivo Maipú,2.0
12867817,33,53799,Atlanta,2.0,213361,San Telmo,0.0
11973041,34,52215,Defensores,0.0,266694,Estudiantes R.C.,0.0
11973032,34,273657,Racing de Córdoba,1.0,3214,Chacarita Jrs.,1.0
11973030,34,224646,Güemes,2.0,201162,Talleres R.E.,1.0
11973043,34,213361,San Telmo,0.0,43740,Almirante Brown,1.0
11973040,34,4938,Almagro,1.0,36836,Aldosivi,2.0
11973038,34,112499,Temperley,1.0,222126,Gimnasia y Tiro,1.0
11973036,34,265787,Agropecuario,2.0,53801,Guillermo Brown,1.0
11973042,34,252726,Chaco For Ever,0.0,3207,Colón,0.0
11973035,34,36834,All Boys,4.0,7772,San Martín,0.0
11973031,34,273715,Alvarado,0.0,93107,Estudiantes B.A.,1.0
11973039,34,107201,Brown de Adrogué,2.0,255425,Mitre,2.0
11973045,34,222120,Deportivo Madryn,3.0,93515,Def. Unidos,0.0
11973034,34,93513,Tristán Suárez,2.0,3221,Arsenal,0.0
11973029,34,5292,Gimnasia J.,0.0,4936,Quilmes,2.0
11973028,34,213042,Deportivo Maipú,1.0,264945,San Miguel,1.0
11973033,34,43741,Patronato,0.0,23950,SM Tucumán,1.0
11973044,34,34976,Atlético Rafaela,2.0,53799,Atlanta,0.0
11973046,34,36841,Ferro Carril Oeste,1.0,3200,Nueva Chicago,2.0
11973037,34,93109,Dep. Morón,0.0,188441,Gimnasia Mendoza,1.0
11973055,35,264945,San Miguel,0.0,36841,Ferro Carril Oeste,0.0
11973060,35,36836,Aldosivi,0.0,52215,Defensores,1.0
11973049,35,3221,Arsenal,2.0,43741,Patronato,0.0
11973052,35,93107,Estudiantes B.A.,2.0,224646,Güemes,0.0
11973056,35,53799,Atlanta,,222120,Deportivo Madryn,
11973058,35,3207,Colón,0.0,213361,San Telmo,1.0
11973048,35,7772,San Martín,3.0,93513,Tristán Suárez,2.0
11973053,35,201162,Talleres R.E.,0.0,5292,Gimnasia J.,1.0
11973047,35,53801,Guillermo Brown,0.0,36834,All Boys,0.0
11973064,35,3200,Nueva Chicago,1.0,93109,Dep. Morón,1.0
11973054,35,4936,Quilmes,3.0,213042,Deportivo Maipú,0.0
11973051,35,3214,Chacarita Jrs.,2.0,273715,Alvarado,1.0
11973065,35,93515,Def. Unidos,3.0,265787,Agropecuario,3.0
11973062,35,222126,Gimnasia y Tiro,0.0,107201,Brown de Adrogué,1.0
11973061,35,255425,Mitre,2.0,4938,Almagro,1.0
11973059,35,266694,Estudiantes R.C.,0.0,252726,Chaco For Ever,0.0
11973063,35,188441,Gimnasia Mendoza,1.0,112499,Temperley,2.0
11973050,35,23950,SM Tucumán,2.0,273657,Racing de Córdoba,2.0
11973057,35,43740,Almirante Brown,1.0,34976,Atlético Rafaela,2.0
12928823,35,53799,Atlanta,1.0,222120,Deportivo Madryn,1.0
11973069,36,224646,Güemes,2.0,3214,Chacarita Jrs.,1.0
11973066,36,36841,Ferro Carril Oeste,0.0,4936,Quilmes,2.0
11973077,36,4938,Almagro,0.0,222126,Gimnasia y Tiro,3.0
11973078,36,52215,Defensores,0.0,255425,Mitre,0.0
11973083,36,93515,Def. Unidos,0.0,53799,Atlanta,1.0
11973084,36,264945,San Miguel,0.0,93109,Dep. Morón,1.0
11973070,36,273715,Alvarado,0.0,23950,SM Tucumán,2.0
11973074,36,36834,All Boys,,265787,Agropecuario,
11973076,36,107201,Brown de Adrogué,,188441,Gimnasia Mendoza,
11973071,36,273657,Racing de Córdoba,3.0,3221,Arsenal,1.0
11973079,36,252726,Chaco For Ever,1.0,36836,Aldosivi,1.0
11973082,36,222120,Deportivo Madryn,5.0,43740,Almirante Brown,1.0
11973080,36,213361,San Telmo,2.0,266694,Estudiantes R.C.,0.0
11973068,36,5292,Gimnasia J.,2.0,93107,Estudiantes B.A.,1.0
11973067,36,213042,Deportivo Maipú,0.0,201162,Talleres R.E.,0.0
11973081,36,34976,Atlético Rafaela,0.0,3207,Colón,0.0
11973072,36,43741,Patronato,0.0,7772,San Martín,3.0
11973075,36,112499,Temperley,0.0,3200,Nueva Chicago,0.0
11973073,36,93513,Tristán Suárez,3.0,53801,Guillermo Brown,2.0
12967299,36,36834,All Boys,3.0,265787,Agropecuario,0.0
12966692,36,107201,Brown de Adrogué,0.0,188441,Gimnasia Mendoza,0.0
11973095,37,3207,Colón,1.0,222120,Deportivo Madryn,1.0
11973102,37,93109,Dep. Morón,,112499,Temperley,
11973096,37,266694,Estudiantes R.C.,0.0,34976,Atlético Rafaela,0.0
11973100,37,188441,Gimnasia Mendoza,3.0,4938,Almagro,1.0
11973099,37,222126,Gimnasia y Tiro,1.0,52215,Defensores,0.0
11973098,37,255425,Mitre,1.0,252726,Chaco For Ever,0.0
11973101,37,3200,Nueva Chicago,1.0,107201,Brown de Adrogué,1.0
11973097,37,36836,Aldosivi,2.0,213361,San Telmo,0.0
11973089,37,23950,SM Tucumán,2.0,224646,Güemes,2.0
11973094,37,43740,Almirante Brown,1.0,93515,Def. Unidos,1.0
11973085,37,265787,Agropecuario,0.0,93513,Tristán Suárez,2.0
11973088,37,3221,Arsenal,1.0,273715,Alvarado,0.0
11973103,37,53799,Atlanta,0.0,36834,All Boys,1.0
11973090,37,3214,Chacarita Jrs.,0.0,5292,Gimnasia J.,0.0
11973091,37,93107,Estudiantes B.A.,2.0,213042,Deportivo Maipú,1.0
11973086,37,53801,Guillermo Brown,1.0,43741,Patronato,3.0
11973093,37,4936,Quilmes,1.0,264945,San Miguel,1.0
11973087,37,7772,San Martín,1.0,273657,Racing de Córdoba,2.0
11973092,37,201162,Talleres R.E.,0.0,36841,Ferro Carril Oeste,0.0
13018858,37,93109,Dep. Morón,0.0,112499,Temperley,0.0
